bit,mean_abs,mean_signed
284,0.028237077315091057,-0.008352892820775677
1004,0.028193894224631314,0.0007605143411374688
772,0.028088724066026912,-0.009832408125433938
1736,0.0276293661413084,-0.006138718506644231
120,0.027221207801000492,-0.014492643755646973
1123,0.026896278817725217,-0.007449337730081895
1996,0.0260071497809588,0.003154717661194378
957,0.025813561303230707,-0.01621487879181157
1878,0.02551198793478688,0.0009046560280371402
689,0.02520994924844292,-5.4634030135580174e-05
1462,0.025190704131386882,0.0043508455664481634
1982,0.024767893406547507,0.009597076604063894
1964,0.02471379071431625,-0.006250329850121537
1045,0.02467426504851127,0.012459241234477688
408,0.02395354177566913,0.015674077149562517
1247,0.02313299489012802,0.006608858272797027
129,0.022494392716829993,0.014040002777877267
1125,0.02230221437431826,-0.0032601153900166458
703,0.0222333331808549,-0.00612507022416323
867,0.021816378786548286,-0.0024951176990488434
1724,0.021741552253079402,0.0012563965807547127
498,0.021645745638550967,0.004940570086507095
743,0.02151069688287734,-0.00576059125198597
1573,0.021299083440301163,0.0007173664898991094
110,0.021142557253450163,0.021142557253450163
1664,0.020691826840644044,-0.00294603589234534
1087,0.0202616136719883,0.0012625380521130262
2042,0.02016429298157831,0.0031763907570390693
283,0.02000590962106693,-0.003513429082441451
1282,0.01998125806365055,-0.006095428984643866
555,0.019488237743171943,-0.003545426216443832
2039,0.019280453798615534,0.013435130268206415
598,0.018525884292070884,-0.005869447273455418
1071,0.01772039083029395,0.0022775261483228603
1658,0.0175295533049343,-0.0009817321904247941
287,0.017405732083491415,-0.015135101313060156
1220,0.017047524674391395,0.004918519940848526
1092,0.01636062917499584,0.000778161390969137
983,0.01630302186941293,-0.000599172524628627
1447,0.01612714465148832,-0.0009382536572061747
1858,0.015709097096508022,-0.015709097096508022
1083,0.015554566898634771,2.4681251148653848e-05
1647,0.015472442661348507,0.0042882278662887754
1600,0.01528855642369721,0.007565357007758648
855,0.015231012993476586,0.0011197355852851324
191,0.015183973900571199,-0.003097847824657072
1026,0.014908882132942376,0.0027339928582782004
1546,0.014851963302166411,-0.0030422944727922594
1564,0.014830331461075912,0.004306392081037322
584,0.014738093892619143,0.008526440480239234
1395,0.014726905133882797,-0.000537335449964999
1203,0.014693775803031122,0.0017198049696623642
1480,0.014626132127121352,-0.0046233266283571
1032,0.014614173781885436,-0.014614173781885436
51,0.014587616297269073,0.0009975096260878046
1178,0.014388073262712587,0.0021224897556053886
1953,0.014375247203559158,0.00997005132461616
1680,0.014289755964350816,0.0028589772267373927
1053,0.014222018990898703,-0.008531783531325368
1033,0.014170154873166476,0.006459055485637685
358,0.01412412347126843,-0.002700097883437673
1214,0.013992003629507017,0.00670922331112563
834,0.013833305525959308,-0.0038261202803378893
926,0.01380185652637701,0.00345359208650501
1261,0.013729679875985607,0.008781752347240459
1445,0.01372333448473028,-0.0003852783388679901
1236,0.013557354098166606,0.0030588645033122917
380,0.013552016307313376,-0.01318389633983229
1950,0.013492651294706646,7.102533895813621e-05
90,0.013283925328644359,-0.0068243799732528
383,0.01300603644376073,0.002488713450347086
1865,0.012952211552080121,0.006685972855770895
1614,0.012774283157381572,0.0018979032225699421
1576,0.012598892048566407,-0.01195027050108258
635,0.012489642499050466,-0.003052077375884024
976,0.012466332044137407,7.890007460293396e-05
154,0.012341141605996154,-0.0015449732925298543
1828,0.01233306815919084,-0.004909453124384169
972,0.012239757544286058,0.0008843474241500388
1983,0.01195815827426926,-0.01121516619803122
899,0.011911962731053672,-0.005631205388284835
2015,0.011835870745399059,0.011835870745399059
749,0.011803408686656969,-0.011803408686656969
586,0.011632401080534528,-0.004930159125491411
1565,0.01147217424151199,-0.004871824728630753
1920,0.011282389690571347,0.003045166259463049
97,0.011033095280802905,0.011033095280802905
330,0.011013668664491646,0.0030535731280968317
387,0.010965192908536014,-0.01077127118907847
949,0.01093163741178185,0.007585492033979739
57,0.01084345628603458,-0.002483196408818476
396,0.010778659223452723,0.0061739946041244
1332,0.010746294593310411,0.0058309176860391835
1844,0.010563664951744852,0.0027431176793902513
1205,0.010544580600523204,-0.0002775020285079353
1561,0.010519884469160048,0.003509498113944288
1131,0.010489804870139596,-0.010188109886608147
302,0.01047899712806847,0.0067030775528303345
948,0.01047239440888934,0.001106444720971465
1529,0.010297996668364045,-0.01025386927505283
1398,0.010101831393472272,-0.010101831393472272
636,0.010096677687222546,0.0014568519643645337
335,0.010096455902848118,0.0051154581727964
890,0.00997238605288337,0.0016727492535127315
238,0.009897185321803817,-0.009870528040396901
1905,0.009858892666488896,-0.0012814512568575724
1090,0.00945529815496084,-0.00879211377838358
1014,0.009410463465994688,0.006880806574220353
170,0.009280957318932317,-0.0034628378735651116
1096,0.00919924979145374,-0.0030557028864805244
317,0.009116852304444641,0.00825696772861473
1147,0.008867131675288631,-0.0006631932688829313
2032,0.008844208144301003,-0.0031568844294543766
288,0.008832754308195374,-0.0030158198958116014
960,0.008736684681705862,-0.003620281369522727
881,0.008715541256658839,-0.003007809068428386
423,0.008621931733829694,-0.00012130989875431777
270,0.008618473377786661,0.0009214326120098752
340,0.008581325070316973,-0.0006224253434019513
294,0.008529660948250495,-0.002622617804615596
1068,0.008503040466136435,0.0008819746397444895
188,0.00840160270640188,-0.003921001637431182
67,0.008381146224628799,0.005783166386964977
1751,0.00837830904100721,0.0022827220369783787
617,0.00835217091941735,0.0033232416421108938
1925,0.008245827644887668,0.0005159050674735197
1604,0.008230911239379185,0.006342248219711938
1847,0.00820501380323841,0.00820501380323841
70,0.00815019276839401,0.002482279281458229
1374,0.008092007160673492,-0.0007598979977300529
1718,0.007982104972227103,-0.003122805462026049
1208,0.007978086702567071,0.0007938365805395729
1741,0.007925093129911102,0.0029168440257212325
39,0.00774760446827424,-0.004181747942781217
641,0.007722077655382607,0.007277089137023879
527,0.007666161150826525,0.002863198613224983
1443,0.0075158563904866495,-0.0013020744973231985
217,0.007354425911703156,0.002040963522874033
543,0.0072806576288146005,-0.0008644120060127651
1180,0.007181471529966725,-0.0028821826620221377
1948,0.006929125997963271,0.006537572130901209
1458,0.006921696958692522,0.0029558940221703
55,0.006715551675791346,-0.002196597071154883
1419,0.006691832967183654,0.0002653401298321418
279,0.006689762556871161,-0.004289088048258066
22,0.006494021916711148,0.0004929308732678888
1237,0.0064148519509471865,0.005973134950726652
1674,0.006267067176990186,-0.001445419985391722
856,0.006141065055999987,0.005576334798172692
510,0.006131475371028351,0.0003983041019355545
1933,0.006056956322073853,-0.0007950856903099114
1638,0.005981228763185843,-0.001001974697105201
1669,0.0059764480819657784,-0.002688924991860595
554,0.005844715065345031,0.005844715065345031
469,0.005800993403390757,0.005283417271281686
1459,0.005760366750974926,-0.004999409186532895
1405,0.005674829098298676,0.004713981675193154
94,0.005659364552233889,-0.0015962304978104237
207,0.005526540141233086,0.004723697767874401
535,0.005359462412142787,0.0037877125859046698
1807,0.005338226619773703,0.004619809892093734
1291,0.005314676357266589,-0.005314676357266589
888,0.005288422585398493,-0.002349559535745543
1368,0.005265624783499178,0.002982714666450516
1310,0.005261336980084908,0.0023312788794670534
1132,0.005236560088719541,0.0043610489777767955
1501,0.0052104059205630915,0.0052104059205630915
192,0.005180191176172755,-0.0012289367658742754
1862,0.005075927344819873,-0.002411976543186568
1279,0.005018841197167621,-0.002249025528830788
406,0.0050011736478525635,-0.0004039750885240854
437,0.004986922074968985,0.0019719878179089057
1224,0.004971657352377283,-0.0013247194096822738
1634,0.004912843041020468,0.0014431160744659375
1567,0.004826075923021537,-0.004826075923021537
84,0.00476588745854709,-0.0020511263302260066
347,0.004630381472012591,0.0023760493047291567
1250,0.004608453829628402,0.0002987713062566159
1967,0.004504950955333683,0.0026995003720774965
282,0.004458148016820406,0.0019019332707967227
412,0.004412516590370857,-0.0012485515085394582
927,0.004328050987484131,0.001305989789894928
914,0.00432455651604675,-0.0018000824398095431
1361,0.004298070272662318,0.002231593629117904
296,0.004284829769708342,0.0007930739053535656
1723,0.00426015367094187,-0.00426015367094187
96,0.004245123905439756,-0.0031494390808453577
921,0.004239830061094428,-0.0013030645109503977
1479,0.004205279786351219,0.0027068485131374327
2034,0.004118716285533808,0.0013606686104793257
1580,0.004116729646859851,0.0023042968352086322
1437,0.003991942344817024,-0.0038370805276319885
569,0.003983161174192292,-0.0013938202237890104
199,0.003909262919937967,0.0015310140228324948
339,0.003750400541953295,0.003619768114254739
1544,0.0037503662392058238,-0.0037503662392058238
1337,0.0036662466114669445,0.0014858461921487397
299,0.0035879073155691047,0.002135512127384163
717,0.0035852351974988888,0.0002202890414964183
1969,0.0035689532873173333,0.002179911959390003
1363,0.0035674399626356287,0.0019941995683405793
64,0.0035533988037573356,-0.0035533988037573356
1404,0.003542624872703707,-4.3140318119001224e-05
109,0.0033891383897549816,-0.003253586053474055
769,0.0032708894954314315,-0.0032570187277318418
205,0.00326509137874809,0.001489378218428136
1490,0.003158089864459582,0.00012869466668860322
1454,0.003090843754918393,-6.079709521433966e-05
593,0.0030818385784794075,-0.002517976479847121
1709,0.0030355004363232688,-0.0030355004363232688
1774,0.0030291670045201765,-0.000598894802760656
422,0.002975421279764755,-0.002642598953588512
1184,0.002944703100993567,-0.00046041598482629564
1331,0.0028662818250723616,-0.0011834252851373108
1240,0.0028424838826904596,0.00013528243658149467
138,0.0027640281589432856,0.0023234975017511596
1347,0.0027206978521515488,7.104655150045848e-05
785,0.0026788414218761464,0.0011290244707122192
1110,0.002677201419689235,-0.0012495759815111275
559,0.002634943119879229,0.0013831298855800228
959,0.0026120026392538183,0.001230391657185994
1314,0.0024220706337007773,0.00011219244194517163
1876,0.0023881637019498693,0.0012933497630175847
391,0.0023677386347130455,8.12372537225361e-05
415,0.0023556485604030925,-0.0023556485604030925
324,0.0022909748383921273,-0.0022909748383921273
1673,0.0022447899213379635,-0.0022447899213379635
812,0.0022080437595005595,-0.0021852847042781775
1592,0.002137986300841887,-0.0013764390845542155
439,0.0020705855957007563,-0.0008599501285699244
965,0.0020598373320727943,0.00036233176920495296
26,0.0020139846060753825,-0.001983117490701879
1075,0.001997006804765906,-0.0016992365134458638
589,0.001978579990409594,0.001978579990409594
950,0.001957067543010052,0.0008964126184524629
1668,0.0019144075323984852,-0.00099201285649438
1574,0.001901352096738031,0.0014176222229710272
913,0.0018651645640697485,-0.0018651645640697485
289,0.0018002972539224117,0.0005586727134787898
1730,0.001788024442114694,-0.0002051626782344234
1142,0.00178318332773024,-0.0017796630238744717
227,0.0017522085223155466,-0.0008650861504311732
1685,0.0017433921139574466,-0.0017433921139574466
1812,0.0016866346915939698,0.0007695125325855545
306,0.001654432122026736,-0.0004445398926819274
292,0.0016420098601133552,-0.0012405369220543513
1108,0.0016232729772634178,-0.0012775114854770703
1726,0.0016229838925548008,-6.426902883783612e-05
1557,0.0015534645194649678,0.00018719105917524285
1738,0.00153070308634533,-0.00153070308634533
956,0.0014906991986216743,0.0014906991986216743
1384,0.0014548470892294287,0.00040074214600895877
1681,0.0014373027879773816,-0.00018070218971233593
805,0.0013747038239398804,-0.001374324013160634
1364,0.0013662898121539226,-0.0013614310376853834
1499,0.0013214728327304217,0.0008687544572911115
1377,0.0012107938529304205,-0.0008176474482261549
707,0.0011697411687505027,-0.0007097758689303009
1788,0.0011425415052834513,0.0009350402161118582
401,0.0011408933441036872,0.0002338916147589147
1016,0.001123485923198904,-0.0008457808194379783
725,0.0010784503536994448,-0.0007620048269455076
421,0.001064551893480945,-0.0008773362868215263
628,0.0010624451619724842,-0.00028856153764188723
868,0.0009932301046988027,-0.0007869197235894201
444,0.0009724596505647337,-0.0008422099930248833
876,0.0009669356797732014,-0.00019378873971920933
1712,0.0009461675167606109,-0.0004160866403702615
21,0.0009412297512353284,-1.9178938383162853e-05
735,0.0009395174555103923,-0.0009277776825362455
78,0.000939422471134028,0.0008691703891938312
1482,0.0009389727800381418,-0.00010223560931012953
710,0.0009152674286247932,-0.0006202476942506848
1619,0.0008633515126045033,-0.000826905887485828
235,0.0008608443493997166,-0.00038209384469935914
1231,0.0008578429672921987,0.0008578429672921987
1190,0.0008356778231305081,0.00035239549483050993
1771,0.0008316570225603248,-0.0005175558874362237
245,0.0008200213373270227,-5.4595229839127556e-05
1889,0.00081695248406834,8.103812792509469e-05
953,0.0008068535708625049,8.183904024027034e-05
1714,0.0007939155434420624,-0.0007391655928639463
845,0.0007607670884286601,0.00035271031111776404
1394,0.0007605719937031461,-0.0007323608252285294
880,0.0007473494390040158,2.6234154067888936e-05
663,0.0007235868831799814,-0.0005820461287645161
1900,0.0007198090633353431,-0.0007185276642247025
1575,0.000690997279846054,0.00021115509072651978
1048,0.0006806339487083278,0.00034431981728882087
249,0.0006701858137383358,0.0006701858137383358
1484,0.0006623478430057935,0.0006623478430057935
721,0.0006580743523422521,-8.691260296321714e-05
627,0.0006558126506374038,-0.00015579876165970993
1446,0.0006390316104862825,0.0006390316104862825
929,0.0006365811011566498,-0.0006365811011566498
433,0.000630429144179503,-0.000630429144179503
974,0.0006248377018432727,-0.0006087540102289652
1584,0.0006226565326422545,0.0005886442933565243
505,0.0005829287854484529,-3.951881086377902e-05
846,0.0005638336877647257,-0.0002521270002607045
29,0.0005499199398820214,0.0005056460506164424
1762,0.00044885783523358546,-0.00044885783523358546
1327,0.0004395750262824875,-0.0004055973699743766
1319,0.00043193951743081884,-7.666788062731773e-05
1266,0.00040093129263595257,-0.0003915986817496037
1932,0.0003998675138132595,-0.00037687213825244903
2027,0.0003789195592403378,-0.00037430055102156203
1984,0.0003536912132334361,-0.0003208885871978699
1840,0.00034665980348995066,0.00030316973772782734
1047,0.0003423817229146456,4.673086930520295e-05
1321,0.00031481978882063293,-0.00031301253047047537
1729,0.0002871211637861991,-0.00028067147055713804
281,0.0002554617049980618,-0.00024492252058210575
645,0.0001639450412142336,0.00011826955235342465
1427,0.0001564281336324639,0.0001564281336324639
1627,0.00014973852206787088,-0.00012080537998580288
1455,0.00012255864128707906,0.00012255864128707906
1064,0.00010573603474944832,0.00010573603474944832
637,9.44488858729601e-05,9.44488858729601e-05
309,8.238039804250002e-05,8.238039804250002e-05
523,7.22735521910785e-05,7.22735521910785e-05
1373,7.03224419504404e-05,7.03224419504404e-05
1056,5.1942285126447685e-05,5.1942285126447685e-05
587,5.193562771230936e-05,5.193562771230936e-05
667,4.679352600425771e-05,-3.7285161531253827e-05
895,4.086018371980171e-05,4.086018371980171e-05
2041,3.2734371763939276e-05,3.2734371763939276e-05
95,1.8993867546261757e-05,2.6477407652418793e-08
564,0.0,0.0
601,0.0,0.0
788,0.0,0.0
833,0.0,0.0
600,0.0,0.0
789,0.0,0.0
790,0.0,0.0
836,0.0,0.0
597,0.0,0.0
832,0.0,0.0
831,0.0,0.0
792,0.0,0.0
602,0.0,0.0
566,0.0,0.0
791,0.0,0.0
567,0.0,0.0
568,0.0,0.0
690,0.0,0.0
565,0.0,0.0
819,0.0,0.0
837,0.0,0.0
787,0.0,0.0
839,0.0,0.0
610,0.0,0.0
609,0.0,0.0
608,0.0,0.0
781,0.0,0.0
782,0.0,0.0
607,0.0,0.0
783,0.0,0.0
606,0.0,0.0
691,0.0,0.0
784,0.0,0.0
563,0.0,0.0
605,0.0,0.0
683,0.0,0.0
604,0.0,0.0
684,0.0,0.0
685,0.0,0.0
786,0.0,0.0
838,0.0,0.0
603,0.0,0.0
830,0.0,0.0
596,0.0,0.0
795,0.0,0.0
829,0.0,0.0
793,0.0,0.0
687,0.0,0.0
588,0.0,0.0
804,0.0,0.0
577,0.0,0.0
578,0.0,0.0
808,0.0,0.0
579,0.0,0.0
823,0.0,0.0
810,0.0,0.0
580,0.0,0.0
581,0.0,0.0
822,0.0,0.0
780,0.0,0.0
813,0.0,0.0
814,0.0,0.0
821,0.0,0.0
585,0.0,0.0
820,0.0,0.0
815,0.0,0.0
583,0.0,0.0
817,0.0,0.0
824,0.0,0.0
590,0.0,0.0
591,0.0,0.0
799,0.0,0.0
595,0.0,0.0
818,0.0,0.0
796,0.0,0.0
570,0.0,0.0
571,0.0,0.0
827,0.0,0.0
572,0.0,0.0
797,0.0,0.0
798,0.0,0.0
573,0.0,0.0
825,0.0,0.0
801,0.0,0.0
826,0.0,0.0
688,0.0,0.0
574,0.0,0.0
592,0.0,0.0
802,0.0,0.0
803,0.0,0.0
686,0.0,0.0
576,0.0,0.0
678,0.0,0.0
625,0.0,0.0
779,0.0,0.0
720,0.0,0.0
660,0.0,0.0
722,0.0,0.0
694,0.0,0.0
659,0.0,0.0
723,0.0,0.0
658,0.0,0.0
657,0.0,0.0
726,0.0,0.0
727,0.0,0.0
656,0.0,0.0
655,0.0,0.0
654,0.0,0.0
728,0.0,0.0
653,0.0,0.0
729,0.0,0.0
652,0.0,0.0
651,0.0,0.0
730,0.0,0.0
